"nr";"memo";"materiaal";"bijzonderheden";"omschrijving";"korte_omschrijving";"aub";"hoofd_aanvraag";"soort";"groep";"selectie";"versie_opname";"versie_mutatie";"versie_vervallen";"toelichting";"vraag_type";"decimalen";"eenheid";"abs_min";"abs_max";"ref_min";"ref_max";"antwoordenlijst";"formule";"materiaal_info";"bijzonderheden_info";"aub_info";"groep_info";"formule_uitleg"
3948;"EHRA";"KQ";"";"EHRA score ziektelast atriumfibrilleren";"EHRAScore";"B";"";"D";"AA";"2";30;NA;NA;"De score van ziektelast van atriumfibrilleren, van de European Heart Rythm Association. I=geen klachten, II=milde klachten, dagelijkse activiteit niet belemmerd, III=ernstige klachten, beïnvloeden dagelijkse activiteit, IV=invaliderende klachten.";"EK";NA;"";NA;NA;NA;1;"198 - EHRA ziektelast";NA;"hartvaatstelsel, anamnese/plan";NA;"Beide";"anamnese";NA
2774;"EGZB";"AQ";"";"eigen gezondheidsbeleving";"";"B";"";"P";"AA";"4";14;NA;NA;"Ga na hoe de patiënt zijn eigen gezondheid ervaart.";"EK";NA;"";NA;NA;NA;2;"123 - goed/voldoende/onvold/sle/ond";NA;"algemeen, anamnese/plan";NA;"Beide";"anamnese";NA
2912;"LANI";"B";"KW";"eilandjes van Langerhans antist. kwant";"LangHasKw";"B";"";"L";"IM";"4";15;20;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";"kwantitatief";"Beide";"immunologie/serologie";NA
1924;"LANI";"B";"";"eilandjes van Langerhans antistoffen";"Langerhas";"B";"";"L";"IM";"4";7;20;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Beide";"immunologie/serologie";NA
4018;"FBHE";"AZ";"";"einddatum farmacologische beh. (roken)";"";"B";"";"P";"TH";"3";35;NA;NA;"Registreer hier de datum van het stoppen met farmacologische behandeling, conform de zorgstandaard tabaksverslaving 2019.";"DT";NA;"";NA;NA;NA;NA;"";NA;"algemeen, zorgproces";NA;"Beide";"therapie";NA
4016;"SRBE";"AZ";"";"einddatum stop-met-rokenbegeleiding";"";"B";"";"P";"TH";"3";35;NA;NA;"Registreer hier de datum beëindigen van de stoppen-met-rokenbegeleiding, conform de zorgstandaard tabaksverslaving 2019.";"DT";NA;"";NA;NA;NA;NA;"";NA;"algemeen, zorgproces";NA;"Beide";"therapie";NA
1355;"TE";"B";"MT";"eiwit totaal";"eiwit tot";"B";"";"L";"KC";"1";1;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";"meting: totaal";"Beide";"klinische chemie";NA
1356;"TE";"U";"KW";"eiwit totaal urine";"eiwit tot";"B";"";"L";"KC";"2";1;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"urine";"kwantitatief";"Beide";"klinische chemie";NA
278;"EIW";"U";"SK";"eiwit urine (stick)";"eiwiturst";"B";"";"L";"KC";"1";1;18;NA;NA;"EK";NA;"";NA;NA;NA;1;"92 - negatief/spoor/1+/2+/2+/4+";NA;"urine";"semikwantitatief";"Beide";"klinische chemie";NA
280;"EIW";"UE";"MT";"eiwit urine 24u";"eiwit u24";"B";"";"L";"KC";"2";5;13;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"urine 24 uurs";"meting: totaal";"Beide";"klinische chemie";NA
3743;"EIW";"U";"PO";"eiwit urine POC-test";"eiwiturPC";"B";"";"L";"KC";"2";25;NA;NA;"De bepaling gebeurt in de huisartsenpraktijk door middel van een Point of care-testsysteem (hieronder vallen niet de ‘stick’ bepalingen, die kennen aparte codes).";"";NA;"";NA;NA;NA;NA;"";NA;"urine";"POC Point Of Care test";"Beide";"klinische chemie";NA
300;"EWS";"B";"ME";"eiwitspectrum (elektroforese)";"eiwitspec";"A";"";"L";"KC";"1";1;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";"meting: elektroforese";"Aanvraag";"klinische chemie";NA
1950;"EWS";"NL";"ME";"eiwitspectrum (elektroforese) liquor";"EWSliquor";"A";"";"L";"KC";"4";7;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"liquor";"meting: elektroforese";"Aanvraag";"klinische chemie";NA
1940;"EWS";"U";"ME";"eiwitspectrum (elektroforese) urine";"EWSurine";"A";"";"L";"KC";"4";7;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"urine";"meting: elektroforese";"Aanvraag";"klinische chemie";NA
2685;"ELAS";"DF";"";"elastase feces";"elastase";"B";"";"L";"KC";"4";12;18;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"feces";NA;"Beide";"klinische chemie";NA
653;"O009";"B";"MD";"elliptocytose (ovalocytose)";"elliptocy";"U";"DIFF";"L";"HE";"U";1;3;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";"meting: differentiatie";"Uitslag";"hematologie";NA
277;"EDMA";"B";"";"endomysium auto-as. IgA (EMA)";"endomys";"B";"";"L";"IM";"3";6;9;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Beide";"immunologie/serologie";NA
1660;"EAIN";"KA";"LI";"enkel/armindex links";"enk/armli";"B";"";"D";"BM";"2";7;NA;NA;NA;"NM";2;"";0;9;0,9;1,15;"";"[1742] / [1794]";"hartvaatstelsel, algemeen";"links";"Beide";"biometrie";"enkel/armindex links = systolische bloeddruk enkel links / systolische bloeddruk bovenarm bloeddrukken gemeten met Doppler"
1661;"EAIN";"KA";"RE";"enkel/armindex rechts";"enk/armre";"B";"";"D";"BM";"2";7;NA;NA;NA;"NM";2;"";0;9;0,9;1,15;"";"[1743] / [1794]";"hartvaatstelsel, algemeen";"rechts";"Beide";"biometrie";"enkel/armindex rechts = systolische bloeddruk enkel rechts / systolische bloeddruk bovenarm bloeddrukken gemeten met Doppler"
248;"DNAI";"B";"";"enkelstreng DNA antistoffen(anti ss-DNA)";"ssDNA as";"B";"ENAI";"L";"IM";"3";1;23;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Beide";"immunologie/serologie";NA
3307;"ENHG";"DF";"";"Entamoeba histolytica DNA feces (PCR)";"entamhPCR";"B";"";"L";"IM";"3";18;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"feces";NA;"Beide";"immunologie/serologie";NA
2909;"ENHG";"B";"";"Entamoeba histolytica IgG";"amoebaIgG";"B";"";"L";"IM";"4";15;20;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Beide";"immunologie/serologie";NA
679;"O034";"DF";"MM";"Enterobius vermicularis";"oxyuren";"U";"WORM";"L";"PS";"U";1;4;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"feces";"meting: microscopie";"Uitslag";"parasitologie";NA
3980;"EHEP";"DF";"";"Enterohemorr.E.Coli (EHEC) DNA (PCR) fec";"EHECPCRFc";"B";"";"L";"IM";"4";31;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"feces";NA;"Beide";"immunologie/serologie";NA
283;"ENVI";"B";"";"Enterovirus antistoffen";"Entero.as";"B";"";"L";"IM";"4";5;20;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Beide";"immunologie/serologie";NA
3124;"ENVI";"B";"T1";"Enterovirus antistoffen (1e mnstr, gprd)";"Enteras1e";"B";"";"L";"IM";"4";16;20;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";"tijdstip 1";"Beide";"immunologie/serologie";NA
3123;"ENVI";"B";"KW";"Enterovirus antistoffen kwantitatief";"Enteraskw";"B";"";"L";"IM";"4";16;20;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";"kwantitatief";"Beide";"immunologie/serologie";NA
282;"ENVG";"B";"";"Enterovirus IgG";"EnteroIgG";"B";"";"L";"IM";"4";5;9;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Beide";"immunologie/serologie";NA
284;"ENVM";"B";"";"Enterovirus IgM";"EnteroIgM";"B";"";"L";"IM";"4";5;9;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Beide";"immunologie/serologie";NA
3902;"ENVP";"DF";"";"Enterovirus RNA feces (PCR)";"EntVFecP";"B";"";"L";"IM";"3";28;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"feces";NA;"Beide";"immunologie/serologie";NA
3903;"ENVP";"RK";"";"Enterovirus RNA keel (PCR)";"EntVKeeP";"B";"";"L";"IM";"3";28;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"keelwat";NA;"Beide";"immunologie/serologie";NA
3904;"ENVP";"U";"";"Enterovirus RNA urine (PCR)";"EntVUriP";"B";"";"L";"IM";"3";28;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"urine";NA;"Beide";"immunologie/serologie";NA
285;"EO";"B";"MD";"eosinofiele granulocyten";"eos gran";"U";"DIFF";"L";"HE";"U";1;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";"meting: differentiatie";"Uitslag";"hematologie";NA
3847;"EO";"B";"PO";"eosinofiele granulocyten POC-test, abs.";"eosinoPOC";"B";"";"L";"HE";"2";27;NA;NA;"De bepaling gebeurt in de huisartsenpraktijk door middel van een Point of care-testsysteem.";"";NA;"";NA;NA;NA;NA;"";NA;"bloed";"POC Point Of Care test";"Beide";"hematologie";NA
286;"EO";"B";"MT";"eosinofiele granulocyten, absoluut";"eos abs";"U";"DIFF";"L";"HE";"U";1;26;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";"meting: totaal";"Uitslag";"hematologie";NA
288;"EPIT";"XV";"MM";"epitheelcellen fluor";"epith";"U";"KOH";"L";"CY";"U";1;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"vaginaalslijm/fluor";"meting: microscopie";"Uitslag";"cytologie";NA
287;"EPIT";"US";"MM";"epitheelcellen urine";"epith";"U";"SEDI";"L";"KC";"U";1;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"urinesediment";"meting: microscopie";"Uitslag";"klinische chemie";NA
4119;"EBCG";"B";"KW";"Epstein-Barrvirus caps Ag. IgG kwant";"EBCAIgGkw";"B";"";"L";"IM";"3";42;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";"kwantitatief";"Beide";"immunologie/serologie";NA
4120;"EBCM";"B";"KW";"Epstein-Barrvirus caps Ag. IgM kwant";"EBCAIgMkw";"B";"";"L";"IM";"3";42;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";"kwantitatief";"Beide";"immunologie/serologie";NA
259;"EBCI";"B";"";"Epstein-Barrvirus caps.Ag. antistoffen";"EBVCA as";"B";"";"L";"IM";"3";1;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Beide";"immunologie/serologie";NA
258;"EBCG";"B";"";"Epstein-Barrvirus caps.Ag. IgG";"EBVCA IgG";"B";"";"L";"IM";"2";1;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Beide";"immunologie/serologie";NA
260;"EBCM";"B";"";"Epstein-Barrvirus caps.Ag. IgM";"EBVCA IgM";"B";"";"L";"IM";"2";1;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Beide";"immunologie/serologie";NA
262;"EBEI";"B";"";"Epstein-Barrvirus E-Ag. as";"EBEA as";"B";"";"L";"IM";"3";5;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Beide";"immunologie/serologie";NA
261;"EBEG";"B";"";"Epstein-Barrvirus E-Ag. IgG";"EBEA IgG";"B";"";"L";"IM";"3";1;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Beide";"immunologie/serologie";NA
263;"EBEM";"B";"";"Epstein-Barrvirus E-Ag. IgM";"EBEA IgM";"B";"";"L";"IM";"3";1;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Beide";"immunologie/serologie";NA
267;"EBNA";"B";"MT";"Epstein-Barrvirus nucl.Ag. antistoffen";"EBNA as";"A";"";"L";"IM";"2";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";"meting: totaal";"Aanvraag";"immunologie/serologie";NA
268;"EBNG";"B";"";"Epstein-Barrvirus nucl.Ag. IgG";"EBNA IgG";"B";"";"L";"IM";"3";1;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Beide";"immunologie/serologie";NA
4118;"EBNG";"B";"KW";"Epstein-Barrvirus nucl.Ag. IgG kwant";"EBNAIgGkw";"B";"";"L";"IM";"3";42;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";"kwantitatief";"Beide";"immunologie/serologie";NA
269;"EBNM";"B";"";"Epstein-Barrvirus nucl.Ag. IgM";"EBNA IgM";"B";"";"L";"IM";"3";1;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Beide";"immunologie/serologie";NA
3638;"EBVL";"B";"";"Epstein-Barrvirus viral load DNA (PCR)";"EBVvirloa";"B";"";"L";"IM";"3";23;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Beide";"immunologie/serologie";NA
266;"EBMO";"B";"";"Epstein-Barrvirus, monosticon (EBV)";"monosticn";"B";"";"L";"IM";"1";1;9;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Beide";"immunologie/serologie";NA
3339;"ACQ2";"RQ";"";"ernst astmaklachten bij ontwaken (ACQ2)";"";"B";"";"P";"AA";"4";19;NA;NA;"Hoe ernstig waren uw astmaklachten bij het 's morgens wakker worden gemiddeld in de afgelopen week? 0 = geen klachten 1 = heel lichte klachten 2 = lichte klachten 3 = matige klachten 4 = vrij ernstige klachten 5 = ernstige klachten 6 = heel ernstige klachten. Dit is vraag 2 uit de Asthma Control Questionniare (ACQ, copyright Elizabeth Juniper, Bosham, West Sussex, UK).";"NM";0;"";0;6;NA;NA;"";NA;"luchtwegen, anamnese/plan";NA;"Beide";"anamnese";NA
2722;"DCER";"KQ";"";"ernst klachten hartfalen (NYHA)";"ernstDecC";"B";"";"D";"AA";"2";13;27;NA;"Indeling in klassen naar ernst van hartfalen volgens de New York Heart Association.";"EK";NA;"";NA;NA;NA;NA;"121 - ernst hartfalen";NA;"hartvaatstelsel, anamnese/plan";NA;"Beide";"anamnese";NA
2721;"PVER";"KQ";"";"ernst klachten perifeer art. vaatlijden";"ernstPAV";"B";"";"D";"AA";"2";13;20;NA;"Indeling van klachten van perifeer arterieel vaatlijden volgens Fontaine, uitgaande van een Enkel-Arm-Index van < 0,9. Stadium 2 is onderverdeeld in 2a en 2b (en daardoor zelf niet te kiezen).";"EK";NA;"";NA;NA;NA;NA;"120 - ernst PAV";NA;"hartvaatstelsel, anamnese/plan";NA;"Beide";"anamnese";NA
3281;"SNDV";"UQ";"";"ernst urineverlies vlgns Sandvik SevScal";"ScandvSS";"B";"";"D";"AA";"2";17;NA;NA;"Bereken de ernst van het urineverlies volgens de Sandvik Sevirity Scale door de hoeveelheid urineverlies (Sandvik) te vermenigvuldigen met de frequentie urineverlies (Sandvik).";"EK";NA;"";NA;NA;NA;NA;"151 - Sandvik ernst";NA;"urinewegen, anamnese/plan";NA;"Beide";"anamnese";NA
3468;"DPER";"PQ";"";"ernstige depressie";"";"B";"";"P";"AA";"4";20;NA;NA;"Inschatting of het hier een ernstige depressie betreft. De inschatting bepaald aan de hand van het aantal DSM-IV-symptomen, de lijdensdruk en sociaal disfunctioneren en eventuele psychische comorbiditeit.";"JA";NA;"";NA;NA;NA;NA;"";NA;"psychische problemen, anamnese/plan";NA;"Beide";"anamnese";NA
2775;"EBGP";"AQ";"";"ervaren belemmering gezondheidsproblemen";"";"B";"";"P";"AA";"4";14;NA;NA;"Ga na in welke mate de patiënt zich belemmerd voelt door dingen die hij niet (meer) kan doen maar wel zou willen doen.";"EK";NA;"";NA;NA;NA;1;"124 - geen/licht tot matig/ernstig";NA;"algemeen, anamnese/plan";NA;"Beide";"anamnese";NA
3873;"EDIP";"AQ";"";"Ervaren Druk Inf.Zorg+ score (EDIZ-Plus)";"EDIZPlus";"B";"";"D";"ZP";"2";27;NA;NA;"De EDIZ-plus vragenlijst heeft 15 vragen en een score van 0-15. 0 = geen belasting, 1-3 = lichte belasting, 4-8 is matige belasting, 9-15 is ernstige belasting. U kunt de score vastleggen in het dossier van de patiënt waarvoor deze mantelzorger de zorg heeft.";"NM";0;"";0;15;NA;NA;"";NA;"algemeen, anamnese/plan";NA;"Beide";"zorgproces";NA
3872;"EDIZ";"AQ";"";"Ervaren Druk Informele Zorg score (EDIZ)";"EDIZ";"B";"";"D";"ZP";"2";27;NA;NA;"De EDIZ vragenlijst kent 9 vragen en een score van 0 – 9. Een score van 0-3 is groen (weinig druk), 4-6 oranje (matige druk), 7-9 rood (veel druk). U kunt de score vastleggen in het dossier van de patiënt waarvoor deze mantelzorger de zorg heeft.";"NM";0;"";0;9;NA;NA;"";NA;"algemeen, anamnese/plan";NA;"Beide";"zorgproces";NA
264;"EBL";"B";"MD";"erytroblasten";"erytblst";"U";"DIFF";"L";"HE";"U";1;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";"meting: differentiatie";"Uitslag";"hematologie";NA
257;"EBBF";"B";"MD";"erytroblasten, basofiel";"erytblbas";"U";"DIFF";"L";"HE";"U";1;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";"meting: differentiatie";"Uitslag";"hematologie";NA
265;"EBMC";"B";"MD";"erytroblasten, mesochromatisch";"erytblmes";"U";"DIFF";"L";"HE";"U";1;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";"meting: differentiatie";"Uitslag";"hematologie";NA
270;"EBOC";"B";"MD";"erytroblasten, ortochromatisch";"erytblort";"U";"DIFF";"L";"HE";"U";1;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";"meting: differentiatie";"Uitslag";"hematologie";NA
271;"EBPC";"B";"MD";"erytroblasten, polychromatisch";"erytblpol";"U";"DIFF";"L";"HE";"U";1;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";"meting: differentiatie";"Uitslag";"hematologie";NA
291;"ERY";"B";"MT";"erytrocyten";"ery";"B";"";"L";"HE";"1";1;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";"meting: totaal";"Beide";"hematologie";NA
294;"ERY";"US";"MT";"erytrocyten in urinesediment, gemeten";"erys-mt";"U";"SEDI";"L";"KC";"U";6;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"urinesediment";"meting: totaal";"Uitslag";"klinische chemie";NA
3432;"ERY";"U";"";"erytrocyten urine (kwantitatief)";"erytrurkw";"B";"";"L";"KC";"3";19;NA;NA;NA;"NM";NA;"aantal/microl";NA;NA;NA;NA;"";NA;"urine";NA;"Beide";"klinische chemie";NA
292;"ERY";"U";"SK";"erytrocyten urine (stick)";"ery ur";"B";"";"L";"KC";"1";1;19;NA;NA;"EK";NA;"";NA;NA;NA;1;"92 - negatief/spoor/1+/2+/2+/4+";NA;"urine";"semikwantitatief";"Beide";"klinische chemie";NA
293;"ERY";"US";"MG";"erytrocyten urine pgv";"ery";"U";"SEDI";"L";"KC";"U";1;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"urinesediment";"meting: per gezichtsveld";"Uitslag";"klinische chemie";NA
3751;"ERY";"U";"PO";"erytrocyten urine POC-test";"eryturPOC";"B";"";"L";"KC";"2";25;NA;NA;"De bepaling gebeurt in de huisartsenpraktijk door middel van een Point of care-testsysteem (hieronder vallen niet de ‘stick’ bepalingen, die kennen aparte codes).";"";NA;"";NA;NA;NA;NA;"";NA;"urine";"POC Point Of Care test";"Beide";"klinische chemie";NA
296;"ERYD";"B";"MD";"erytrocyten, doornappel";"doorn ery";"U";"DIFF";"L";"HE";"U";3;17;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";"meting: differentiatie";"Uitslag";"hematologie";NA
297;"ERYD";"US";"MM";"erytrocyten, doornappel in urinesediment";"doorneryu";"U";"SEDI";"L";"KC";"U";1;7;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"urinesediment";"meting: microscopie";"Uitslag";"klinische chemie";NA
290;"ERPC";"B";"MD";"erytrocyten, polychromatisch";"erypolych";"U";"DIFF";"L";"HE";"U";1;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";"meting: differentiatie";"Uitslag";"hematologie";NA
2951;"EPO";"B";"";"erytropoëtine";"epo";"B";"";"L";"KC";"4";15;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Beide";"klinische chemie";NA
2737;"ECOT";"DF";"";"Escherischia coli typering feces";"EcoliType";"B";"";"L";"BA";"4";13;18;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"feces";NA;"Beide";"bacteriologie";NA
2827;"ESCP";"B";"";"escitalopram";"escitalo";"B";"";"L";"FT";"4";14;41;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Beide";"farmacologie/toxicologie";NA
298;"ETHA";"B";"SI";"ethanol (alcohol)";"ethanol";"B";"";"L";"FT";"2";1;5;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";"spiegel na inname/injectie";"Beide";"farmacologie/toxicologie";NA
2709;"ETHA";"U";"";"ethanol (alcohol) urine";"ethanol";"B";"";"L";"FT";"3";12;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"urine";NA;"Beide";"farmacologie/toxicologie";NA
299;"ETSX";"B";"SI";"ethosuximide (Ethymal, Zarontin)";"ethosuxim";"B";"";"L";"FT";"3";1;5;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";"spiegel na inname/injectie";"Beide";"farmacologie/toxicologie";NA
2757;"ETG";"U";"";"ethylglucuronide urine";"ethylg ur";"B";"";"L";"KC";"4";13;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"urine";NA;"Beide";"klinische chemie";NA
2758;"ETG";"U";"MI";"ethylglucuronide urine per creatinine";"ethylg/cr";"B";"";"L";"KC";"4";13;30;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"urine";"meting: index, quotiënt, ratio";"Beide";"klinische chemie";NA
3166;"ETIO";"U";"";"etiocholanon urine";"etioch ur";"B";"";"L";"KC";"4";16;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"urine";NA;"Beide";"klinische chemie";NA
3167;"ETIO";"UE";"";"etiocholanon urine 24U";"etiochu24";"B";"";"L";"KC";"4";16;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"urine 24 uurs";NA;"Beide";"klinische chemie";NA
4024;"EQ5D";"AQ";"";"Euroqol EQ-5D-5L vragenlijst gezondheid";"EuroqolVr";"B";"";"D";"AA";"4";35;NA;NA;"Deze bepaling betreft de score van de 5 dimensionele vragenlijst van Euroqol naar gezondheidsstatus, 5 niveaus per vraag. De totaalscore wordt gevormd door de antwoorden (getal van 1-5) van de vijf vragen achter elkaar te zetten, en daarachter (gescheiden door een -) de score op de vraag ‘Hoe goed is uw gezondheid vandaag’ (op een schaal van 0 tot 100). Voorbeeld: 12345-80";"VT";NA;"";NA;NA;NA;NA;"";NA;"algemeen, anamnese/plan";NA;"Beide";"anamnese";NA
1601;"ASE";"RZ";"";"evaluatie (astma/COPD)";"";"B";"";"P";"ZP";"4";7;NA;NA;NA;"VT";NA;"";NA;NA;NA;NA;"";NA;"luchtwegen, zorgproces";NA;"Beide";"zorgproces";NA
2057;"HVE";"KZ";"";"evaluatie (CVRM)";"";"B";"";"P";"ZP";"4";9;21;NA;NA;"VT";NA;"";NA;NA;NA;NA;"";NA;"hartvaatstelsel, zorgproces";NA;"Beide";"zorgproces";NA
1646;"DME";"TZ";"";"evaluatie (DM2)";"";"B";"";"P";"ZP";"4";7;NA;NA;NA;"VT";NA;"";NA;NA;NA;NA;"";NA;"endocriene klieren/metabolisme, zorgproc";NA;"Beide";"zorgproces";NA
3245;"HFE";"KZ";"";"evaluatie (hartfalen)";"";"B";"";"P";"ZP";"4";17;NA;NA;NA;"VT";NA;"";NA;NA;NA;NA;"";NA;"hartvaatstelsel, zorgproces";NA;"Beide";"zorgproces";NA
2879;"EVRE";"KH";"";"eventrecorder ECG";"eventRec";"B";"";"D";"FO";"2";15;NA;NA;NA;"MK";NA;"";NA;NA;NA;NA;"139 - ECG events";NA;"hart";NA;"Beide";"functie onderzoek";NA
3620;"EVER";"B";"ST";"everolimus (Afinitor)";"everolim";"B";"";"L";"FT";"4";23;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";"spiegel op bepaald tijdstip";"Beide";"farmacologie/toxicologie";NA
1665;"EXAL";"ZQ";"";"expositie allergenen en aspec. prikkels";"";"B";"";"P";"AA";"4";7;NA;NA;"Met welke allergenen en/of aspecifieke prikkels komt patiënt in aanraking? Vraag naar: - huisdieren, - vochtig en/of stoffig huis, - seizoensgebonden klachten, - wordt er gerookt, - zijn er andere aspecifieke prikkels in huis, - allergenen of aspecifieke prikkels in hobby of beroep.";"VT";NA;"";NA;NA;NA;NA;"";NA;"sociale omstandigheden, anamnese/plan";NA;"Beide";"anamnese";NA
281;"ENAI";"B";"";"extraheerbaar nucleair Ag. as. (ENA)";"ENA as";"B";"";"L";"IM";"2";1;42;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Beide";"immunologie/serologie";NA
305;"FA2";"B";"";"factor II";"fact2";"B";"";"L";"ST";"3";4;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Beide";"stollingslab";NA
306;"FA2W";"B";"";"factor II activiteit";"fact2act.";"B";"";"L";"ST";"4";5;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Beide";"stollingslab";NA
1927;"FA2M";"B";"";"factor II mutatie";"fact2mut";"B";"";"L";"ST";"4";7;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Beide";"stollingslab";NA
318;"FA9";"B";"";"factor IX";"fact9";"B";"";"L";"ST";"3";1;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Beide";"stollingslab";NA
319;"FA9W";"B";"";"factor IX activiteit";"fact9act";"B";"";"L";"ST";"4";5;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Beide";"stollingslab";NA
320;"FARC";"B";"";"factor Ristocetine cofactor";"factRistc";"B";"";"L";"ST";"3";4;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Beide";"stollingslab";NA
307;"FA5";"B";"";"factor V";"fact5";"B";"";"L";"ST";"3";1;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Beide";"stollingslab";NA
309;"FA5W";"B";"";"factor V activiteit";"fact5act.";"B";"";"L";"ST";"4";5;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Beide";"stollingslab";NA
308;"FA5L";"B";"";"factor V Leiden";"fact5Leid";"B";"";"L";"ST";"3";4;7;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Beide";"stollingslab";NA
310;"FA7";"B";"";"factor VII";"fact7";"B";"";"L";"ST";"3";1;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Beide";"stollingslab";NA
